x,y,z,vx,vy,vz,h
0.9006677431829282,0.18420436654747277,0.10873142646284381,-2.593621701657289,2.2564042119183205,2.567265866913864,0.041070037
0.9443032379484796,0.21711374774779432,0.1377332157830886,-2.8185192848167,2.8377119582477475,3.3048740370254737,0.04517741
0.002432765187443848,0.24642206979249615,0.15145413631932797,-2.223369832085073,3.7001572893700416,2.261866689867658,0.04355858
0.06563019729458992,0.2613938393262687,0.14585370627562197,-1.6929334832009058,4.186088483972731,0.41053249801689473,0.04128609
0.13274198324868747,0.2700600531105801,0.1358074484098947,-0.5746381908948005,5.437573693668722,-0.5400514478798359,0.04251106
0.18767982086148058,0.2613318450899707,0.09793969460544237,-0.12145971881214211,5.153134676904028,-2.4019402187377112,0.045438595
0.22355147912082166,0.25319403167502186,0.054019616712563515,-1.091675339862778,4.925769519879802,-3.1968572998666986,0.050726913
0.24511181624393794,0.25872533600627834,0.0010430064752123274,-2.849251444187863,5.722188261033456,-4.034529348649051,0.0540492
0.2611560541586693,0.27225951845212043,0.9467080333202053,-4.1993830665202,6.703169444484054,-4.481008674754228,0.050339762
0.2876701945670705,0.28717307334949466,0.9005198009728114,-3.88895483272736,6.6002418049033675,-4.275595825831878,0.041583624
0.31948590337536886,0.2948271340036943,0.8757676535449729,-3.3217573973009036,6.049849657667002,-3.890708740011723,0.03603438
0.3552945169135249,0.30133481818647134,0.8664341276175146,-3.1382098573540906,4.834064667873202,-3.41870453442652,0.031736407
0.4121968420218886,0.31808743294140956,0.8755592255099743,-1.8697641788947408,4.8286225912041045,-2.6775746955491613,0.02845743
0.4810236209035957,0.33264425439186707,0.9040590780487427,0.9811058380425167,3.5300049226226395,-2.700353857043278,0.022871384
0.5353041190506922,0.35104376150036076,0.9574011478306075,2.9631906206523224,5.393679725562829,0.18579582037606146,0.020766042
0.5759923011713138,0.39543936638219757,0.04557837528741995,1.8789889377898819,9.93984602508613,4.310422011849727,0.026774287
0.6180348810103611,0.43627793008062804,0.13482286400383553,1.7328744392512643,13.983394636632381,6.435983971588586,0.03210325
0.6710381431293265,0.44104202303217793,0.1728347161041849,1.2982879789305886,12.122756511988506,4.336667226390134,0.029393151
0.7240555146275935,0.4078828479417048,0.2013418681754194,2.2088333568886003,8.776274685533233,3.663500808636997,0.028234404
0.7728024431539487,0.3640188344804486,0.19592222376103452,3.387233745808042,9.527647533519028,4.764346121602989,0.031257108
0.7918413475800907,0.2871217408733407,0.15743390954307757,2.481992017514844,7.4737508703740385,4.528373780072666,0.031272367
0.7986948551090507,0.19215743114623254,0.11179703375160212,0.05483705362925975,2.677359979214949,2.073917966976015,0.026105503
0.8365301153842238,0.13552950736452551,0.0713567624945873,2.8049056233524876,2.7267086803611544,1.253927672220469,0.023532804
0.8433447071713551,0.07232434272956456,0.051282311962345756,1.2769141768184156,1.2048208476501798,1.5411125311179381,0.031080546
0.8402429771634959,0.026271495221933765,0.03643798875510669,0.8138967043025833,-0.5819883914576707,1.3684378331091716,0.035113312
0.839842587543415,0.9871993097350359,0.03293046164055503,-0.43181684385560515,-2.5458442577561122,1.6423354891555146,0.036660105
0.8436074917948309,0.9725717781992609,0.030147157237750435,-1.19091202389866,-3.3185722125555914,1.6201148894484405,0.04016817
0.8525245773068978,0.9892661791566107,0.028090816436507453,-1.0790995166508972,-2.5821293586311316,1.2891021787091368,0.03929969
0.8568072461996334,0.03390851733200152,0.03014024771866616,-0.5241070728347641,-0.6123498339892667,1.2534645904548856,0.038644064
0.8626653395122162,0.0722461817866015,0.03941550697619747,-0.44421099425708344,0.5926767167015418,1.2642138831226335,0.036180656
0.8694740590286681,0.1072049296403844,0.05831763473092768,-0.7942483242769259,1.436278223927923,1.4970774655475108,0.032908197
0.8811055182731201,0.1491346691257881,0.0789955656876987,-0.9604866992609428,2.2867212058963378,1.8159460914269099,0.034076303
0.8735681765934614,0.21304900226505372,0.9864871237088542,-1.6619095396484291,3.184795956045142,-2.7708249005160646,0.03829727
0.8961759890109722,0.2356323470347097,0.028761330995432797,-2.1328914008721784,3.3033746444434255,-1.0982643860323362,0.042053543
0.9281458161774383,0.25847039125844784,0.074225903741689,-3.201556535548561,4.018787544674618,1.318230954722828,0.045726065
0.9744218379657188,0.2734057176591819,0.09983253703133857,-3.519549950527887,4.664237136966243,2.1721957999274863,0.046018593
0.02784466276456465,0.2798649626381945,0.10751510339017907,-3.461244364786751,5.229154265838363,1.8829520989019515,0.047300115
0.07654530573939784,0.27567563880736595,0.0925900845921961,-3.3444970375314007,5.512146529947431,1.6402192669008975,0.049181394
0.11981417918486459,0.2642022648680692,0.05867263816085371,-3.4337136779997177,5.498782559381803,1.400945798760431,0.05239108
0.15322969515777118,0.25078279296317485,0.004909837370255539,-4.550632357070142,4.784328766231921,0.2540333859521298,0.050391756
0.18748642433959686,0.24536878249037497,0.9469289598788603,-5.542944261340894,3.8152458232446578,-0.6807080826912187,0.043736957
0.22746372952894608,0.24933499757587851,0.9051489023950582,-5.685013469695942,3.283517209576885,-0.8067771861272209,0.036612526
0.27309158012669904,0.26409982946679433,0.869969053567354,-5.282072492359764,2.660694543182861,-1.5397714757341001,0.03184317
0.3345319740790016,0.2930762142142595,0.8551666417594284,-2.955810586018465,3.842131420110791,-2.4543972914784553,0.03123897
0.39322177036177036,0.3136410610870285,0.863142202037687,-2.0856918433536893,3.612766270197279,-2.3725003000144516,0.028162738
0.46613991876552663,0.3349801255218988,0.8909623495868703,0.2459581255376508,2.8612754202836665,-2.722991264932212,0.022684796
0.5398385272985226,0.36386497022783,0.9674116136657113,3.0723109149721406,4.391880842462246,0.5063370475100896,0.019866237
0.5719420675396374,0.41266187483668726,0.06844584520735987,1.5672766017294153,9.953650270384163,4.832509216634125,0.02455764
0.6144871895962322,0.45879444175002687,0.14940622237127882,1.1997993536754008,13.004192942308533,5.931187281864498,0.025974657
0.6522104847905363,0.4522768565790471,0.19985731620611205,1.0568962889003766,9.651968963657415,3.1057226177357315,0.023310758
0.7045590295620112,0.4294857897463931,0.220910717857887,2.4110566839789827,6.1207754384627435,1.3604285331390644,0.022066342
0.7453038524399486,0.40299973332390576,0.22316273145443566,2.467001845067742,6.245334260376726,2.559644339844589,0.025276903
0.7839202651141256,0.35542484132981267,0.20899146125764093,3.1595693090397283,7.829959776054831,4.5930966571418965,0.032022703
0.7965746662200321,0.2799178678410537,0.14876480766526742,2.2894093364834625,6.499590260427523,4.039332877823998,0.030202443
0.8071261832245911,0.18960144692897563,0.0764819738165474,1.6301543680746406,2.7110196146556502,0.5033975128732051,0.02187209
0.8380884478866407,0.14741514784225396,0.01633328806089604,3.9467564062605316,3.626698733742748,-2.082802145430787,0.023625161
0.8421075820120754,0.10010538583330506,0.9964998943200272,3.2701327289422815,2.044426908588306,-0.7532402957487708,0.032851882
0.8419637426387027,0.062084753587160625,0.9623374432711326,0.976925017364822,-0.025974598889015172,-2.4400455439628903,0.041182425
0.8434272414899343,0.050412847657889705,0.9459181997014978,0.11106101756913192,-1.191807489877923,-2.268226358138714,0.042838674
0.8457249685197016,0.061133253514195546,0.9300128084173215,-1.0155370735934124,-0.8229573487258429,-2.488509702237409,0.04287798
0.8446483988783514,0.08887279908476321,0.9210905567328469,-1.8639201268205763,0.6272390474882497,-3.008121765704341,0.04324038
0.844482677479484,0.12261322181331953,0.9221839956425076,-1.823068902879572,1.1687064856695748,-4.016300772514044,0.040554028
0.8541964727280593,0.15472493508204682,0.9282816973498632,-1.0582123639022925,2.688642020310739,-4.495039154035689,0.036462095
0.8641555812054662,0.18893183523426696,0.9514088350616048,-1.0244976825751801,3.4115408260300373,-4.012163881112189,0.03700714
0.8757210607859424,0.23034298801842634,0.850985200831213,1.1226199994456947,0.5473433461377201,-7.103478271373607,0.03576344
0.8818174640689266,0.25433887361112917,0.8992832998830315,-0.7683279601328655,2.4751685013421056,-5.360533570110467,0.040192414
0.8977470595313527,0.2694615865913908,0.9534187788382262,-2.1002020191112676,3.939937976942095,-3.6099617717811836,0.043176003
0.9191194623460879,0.279625018757376,0.009056830307211843,-3.555826595473625,4.640146196657625,-0.6841380132969811,0.044315428
0.954018699789327,0.2783726225575145,0.04765530163213917,-4.314966912678531,4.766144248003199,1.6658738914787559,0.045914974
0.9909521971631561,0.2642307182250637,0.0644597417339578,-5.3140403046235845,4.277066074356365,3.1102240745339236,0.04664712
0.03399841141200415,0.23316649110047813,0.06306426163542919,-5.962719027526907,2.851771361990483,4.576844181491368,0.044149064
0.07837446026510726,0.20115368308397763,0.03076094866212638,-6.388797482275312,0.8873403451619686,4.019427099438774,0.039495695
0.11826102665599118,0.1963647576070216,0.9739556064960954,-7.612219694009942,0.06915796498028402,2.2847953938915695,0.038338244
0.17329689737186577,0.21222511837175037,0.9192536373455813,-7.398292350734666,0.5474392666176257,1.0893815933772302,0.035085
0.24222420346579523,0.23960481614770937,0.8765164939907784,-5.142735569527533,1.305777153557132,-0.5450337288542852,0.031216504
0.30442038708374036,0.26654163339709236,0.8525182210033392,-4.11530340839165,1.0413768295430905,-1.4452150146320517,0.027611414
0.3688805893325491,0.30376556155618256,0.8477457007814434,-2.677606620986175,1.9003734293786105,-2.276864219740375,0.026618203
0.4475025674504532,0.334850343718731,0.8713081895257713,-0.1520545755993148,2.124313731122097,-2.8304618495432385,0.023951966
0.5293088307086433,0.3633157507027589,0.9553669746866968,3.2390673951781537,3.256188050967149,-0.15639323637856656,0.019099763
0.5746913977399887,0.42810123975830044,0.07131703802164252,1.9425759409940138,9.903070266219576,4.655219365484649,0.023821585
0.5960031918748259,0.4640861539685318,0.15960540901476172,0.6296926217789303,11.254483222799934,5.932990500750403,0.024550557
0.6408919352304823,0.4627573678835116,0.20775874402289024,0.7544226686848747,8.56312232785599,2.69400924991514,0.021210743
0.6819789512791606,0.4458856167615214,0.2228002644415953,1.676058039816712,5.720905407329633,1.3087987149554068,0.020573141
0.7196408843527832,0.4260531965707093,0.2320742536240006,2.8671198763683328,4.456256338836719,1.0593488157788307,0.020722317
0.7548742213405675,0.4034422855475311,0.22177589945790072,2.792892196262723,5.7464396364850865,1.9414440643524649,0.025202796
0.7856017959781194,0.35852773968840224,0.18097073277526113,3.2881140810741116,8.575802307678682,4.080897063112709,0.033638224
0.7884669045742423,0.2793934794778429,0.10004691928589225,2.3976315115013027,7.7380793224897095,2.5804756823318926,0.030789778
0.8014979347205069,0.19488229248620925,0.010472450405988997,3.015969434161699,3.073002030362909,-2.7382391405448234,0.023876756
0.8199590635375921,0.1357581228465105,0.950272328662671,2.962948416434932,1.5576728763068357,-3.6930785345918022,0.034121934
0.8224128303167333,0.10614931522982862,0.9099162983047148,0.5872602053060034,-0.036306716721845635,-3.565137701402206,0.043584205
0.8355139870450532,0.09622513845976059,0.8521115585301241,0.460905450403334,-1.111062795847207,-6.415537174835534,0.044059847
0.8521419308453118,0.10709362886814087,0.8230225601776912,1.4040262613157015,-0.7704391285363836,-7.363067503794826,0.04471041
0.8591801213334688,0.12646699912121648,0.8000057851543504,0.8882837418264352,-0.5960605554210255,-8.414254527592027,0.04233861
0.8632978474434004,0.15633819574496038,0.7903236328747769,1.1905949374253006,0.3788591905517593,-9.535828321225999,0.0383919
0.8696335021814462,0.18534592729775018,0.793707753629529,1.7457250755355724,1.0319423652234747,-9.572099109888185,0.036491655
0.8729034006197159,0.2087960609053197,0.8157814058585904,1.8291518831783855,0.707181837780703,-8.67794459001799,0.035508648
0.8965393419099986,0.24060759349537786,0.7334643826840046,2.9685415889349724,0.8750855058642344,-11.449352154394504,0.032542475
0.8979502435492491,0.2569004000871906,0.7880884037349888,2.493926751427436,0.03373491197943625,-9.300313417123938,0.03282978
0.9012237413673169,0.27393419119641704,0.844390502062312,1.725863426948769,0.5665684862962699,-7.000754092892843,0.035867993
0.9056816205982479,0.2893737307766463,0.9093325541014733,-1.1889612854399,3.1006083815248777,-4.258368955226974,0.041376438
0.9232851024580238,0.2868338365594386,0.9658782521995739,-3.3480107485984165,4.284997551153362,-1.9540430847050225,0.044394568
0.9462178316785413,0.2671470295065426,0.009542335433698543,-5.053913028194047,3.705346208535315,0.8184736711240703,0.045707528
0.9758364728219273,0.23379098961194508,0.03672168498192268,-6.902027767950269,2.228269508517043,3.1414218750195384,0.044409238
0.0290288601130518,0.19141472692807374,0.04226331519113157,-7.607933052486797,-0.27385287082289944,5.157443262670575,0.037944794
0.08654354244958935,0.18342700198371775,0.9957682305259344,-7.767391752821473,-0.7444540798115377,3.527427987773584,0.035488855
0.140689916788243,0.19506793218599486,0.9403199810827542,-8.483015510504865,-0.7197391710387578,1.9347411360307167,0.03447965
0.2097696943771333,0.23024594749199237,0.88812886491776,-6.967551132448435,0.5457830684388546,0.16665624770785809,0.029807119
0.289390856541151,0.261566948215266,0.8499990201116012,-3.977737725254713,0.35930246816088607,-1.67041428268572,0.026024073
