x,y,vx,vy,u,h,rho
0.7625474144586832,0.00485638886635082,-0.4924263221103454,-0.0034221242510003554,3.7906016536583635,0.026917237037097495,0.9937371710959482
0.9696855318335438,0.762359304954812,0.0173494641536157,-0.06958236584701379,3.2968263608597854,0.02543799163193023,1.1126711240185987
0.7601478254305444,0.02906468365847017,-0.481599518476756,-0.00037326968261564345,3.758506785946984,0.026429453097614238,1.030756644460696
0.8751195467036942,0.7783441885418373,-0.059303262878330695,-0.06242339586204088,3.3966635713980455,0.026212271345875098,1.0479080723612875
0.7634375512805777,0.05164061194885225,-0.4770271666816284,0.004825548458819976,3.729891633997112,0.025960561645438595,1.0683273047845716
0.8066448108887445,0.7975632094672775,-0.21030879288266105,-0.1064772819325766,3.632507092365557,0.02659782151595426,1.0177482434260403
0.7642320757242459,0.07741158367632964,-0.46929206627695813,0.00936292790176965,3.662275631412297,0.026591715142026292,1.0182157169655928
0.7796403784766401,0.8304290766066145,-0.4023932171106265,-0.06144946303430294,3.657023286669346,0.026665390226257985,1.0125969361043496
0.7695958988722703,0.10266485067425303,-0.4749466374572511,0.001789597306989825,3.589994988417523,0.02660148297155256,1.017468095329312
0.7723728061446632,0.855489975131996,-0.4310965825044435,-0.03305719929085978,3.839422879241532,0.025868339810433263,1.0759581471847384
0.7740694472875846,0.12738097721857727,-0.43806380265259104,0.0019234569958114438,3.5460042100761693,0.026499480825486307,1.025316072433952
0.7719491562515638,0.8807546282890912,-0.4472605228746146,-0.026014338829464738,3.7409659322397006,0.026491283333690656,1.0259507192137622
0.7865488166392369,0.1516128685042758,-0.36823097967558127,0.02746949272314828,3.525162826468277,0.02644697874629169,1.0293909906254008
0.7651781623053238,0.9044557281597583,-0.4528936395283174,-0.04049171918237344,3.7343029969933346,0.026708888887457823,1.0093013482456685
0.8124548546295625,0.16943921084794578,-0.30137563241382687,-0.0033347320402026173,3.594421267356684,0.026493192622995668,1.0258028500648295
0.7645801787927858,0.9291319942679619,-0.47965614693145536,-0.047000925698059755,3.6885404480180184,0.02660735810399233,1.017018813252467
0.876181428233593,0.20141371122006746,-0.023130724686485422,0.08209881463563994,3.472392237339923,0.02642380840947794,1.0311970703373339
0.7618969920622836,0.9541840663991303,-0.49214248014683215,-0.041931803725773126,3.7283921253044836,0.026643390622956342,1.0142698351938713
0.9593708564771476,0.21214207991097808,-0.03110202873871997,0.028360025474425402,3.600001326333677,0.02587278071901193,1.0755888238660336
0.7643786386636096,0.9791382364379443,-0.49943575725084777,-0.0255078197104891,3.659428570179475,0.02672158774595166,1.0083422697235516
0.782116524280535,0.00012398398898472393,-0.49719789409803333,-0.03385502384696505,3.7964008728635514,0.02686463454133617,0.9976325696770543
0.996402569015654,0.7660130607873603,0.03408911092490983,0.0472976433042107,3.4187202887771586,0.024760161750479914,1.1744256855139785
0.781332510618898,0.02707278528375049,-0.48077443570674333,-0.019677244250836844,3.8521048636128183,0.02597360348085317,1.0672547165244912
0.8955129996918769,0.7798852836933267,-0.10901011544546957,-0.07070087541539088,3.403705148048185,0.02621917470435822,1.0473563280718987
0.7824274313699431,0.04605644135872405,-0.4841364666059535,-0.01578973845789343,3.859370727790984,0.062358253557852975,1.0328897151854077
