m,x,y,vx,vy,u,h,rho
0.02,0.265904788625442,-0.006785817965293711,0.016900325613660217,0.04212684991642014,-0.05202688315674679,0.1230470915887352,1.9021705946170797
0.02,0.18009630295580792,0.000318274161710826,-0.04044448816850043,0.001509788622299749,0.026881046475770425,0.11832644176490162,2.056972883486665
0.02,-0.024180544445138837,-0.4521837888069739,0.01277411335742793,-0.053707192750638406,-0.03001785625893273,0.14803132596923632,1.3142705712840157
0.02,-0.6129139100719282,0.05589709472067022,-0.03125478401219317,-0.006403641154250313,0.03194232429652083,0.1971810551019461,0.7407334995276182
0.02,0.10181120941673767,0.604480267165118,-0.02323549657667707,0.030202101461375554,0.034638418306870235,0.19668160532762308,0.7445003361112636
0.02,0.0540244671390332,0.028756841727919518,-0.045531079954515684,-0.026951287413832407,0.14148262900398392,0.11596119539350248,2.1417415287788724
0.02,-0.17688170485423035,0.21849387550845084,-0.00011086829991538503,-0.007935121758286414,-0.028476090392254894,0.1241864448347238,1.867428693634887
0.02,-0.6111139909598486,-0.1447849824121008,0.030975295423800408,-0.0066880246544074465,-0.016496917758378606,0.20499316537641926,0.6853519111264937
0.02,0.5027993271418306,-0.27570006213311,-0.010427616352572333,-0.02672821948828197,0.01440504415567952,0.1743226981476707,0.9477295896395642
0.02,-0.05613522901498529,0.4324380648178852,0.01728613923737355,0.03483854979585869,0.02950902963723768,0.1459699191430613,1.3516542890202667
0.02,0.06353842979231573,-0.28569088787340935,0.06233197227934745,-0.00626817224986194,0.023971922321448954,0.12654946277607515,1.7983402929031063
0.02,0.1779878984820907,-0.14182410916186594,0.007811246796429206,-0.037460082885348,-0.00876419894716649,0.12016453527261807,1.9945267498991435
0.02,0.05343208405144986,-0.20110623911394634,0.030429542328822837,-0.0230967880211862,-0.03526614780514138,0.12046133857345422,1.9847102385605304
0.02,0.3106900285886762,-0.3212280873871799,0.030491046022122454,0.027736386752228715,-0.043759873939810734,0.14611730731562436,1.3489292313877685
0.02,0.5660204368801539,0.19790354570353091,0.01972079537130655,-0.006756581509628828,0.004903261111598578,0.18085495387726744,0.8805046496824397
0.02,0.5899420243838345,-0.03763336662167592,-0.031108364653110922,0.030455957053719864,-0.0036092425501134695,0.18570583199989354,0.8351050119178207
0.02,-0.024745608465833725,0.3413971511464274,0.010362001486369439,-0.0379931627229555,-0.06849969889471458,0.13229080275647792,1.6456337416486262
0.02,-0.2099223276323652,-0.38593079229647326,-0.05148136808901229,-0.01631037188382497,0.006999804355340966,0.14314576084254582,1.4055143787173712
0.02,-0.2925065335205975,-0.013883998141427989,0.015436514408692075,-0.024660897091756943,0.017600759837713167,0.12536217514343528,1.8325647225984758
0.02,-0.35523729087219036,-0.32262167854522045,0.039743753060107655,-0.0028822249181831537,0.017081741774477854,0.14896031898310994,1.2979286793470426
0.02,-0.4745121661130263,-0.3711890765395913,0.0037448936096422937,-0.015787859832275618,-0.030399350246765055,0.1880188633673933,0.8146848506875443
0.02,0.1332776388642882,0.09508595211232983,-0.018939644305426204,-0.015335339015350866,-0.0068659878616022536,0.11595280103546544,2.142049350125029
0.02,0.25661532679425947,0.0988866441019212,0.04393585942698771,-0.03339882259134439,0.01093963735969442,0.1249432005478505,1.8448745905643564
0.02,0.45561073988926315,0.023522207189929863,0.009948351478399283,0.0041293825140084495,0.002753571806428568,0.14422498549884497,1.3845588463422933
0.02,-0.022915102397074623,-0.3206608129143963,-0.020447974349432924,-0.0024547995236778386,0.00043053470081162997,0.13055678160056772,1.689635052831352
0.02,-0.3526968651492361,0.026193511830901833,0.009123384407112942,-0.017554092934120843,0.036266904699062415,0.12997863376157184,1.7047003125654325
0.02,-0.24405894432634845,0.1172684878563925,0.04939704732187063,-0.028596087100790844,-0.018396940344678227,0.12668707924269165,1.7944352312876137
0.02,-0.47219714420465536,0.028956785743616285,-0.020537745171180042,-0.00025790084254346813,-0.006007296947494512,0.15038902943879834,1.2733854156472897
0.02,0.15401362297629814,0.25881334689569363,-0.01919633002427349,-0.008003838458493085,0.02310376555901368,0.1270377230910831,1.7845431198484638
0.02,0.327970757860797,-0.05210959840875391,-0.0034920263810152437,-0.020990108578110896,0.00001503908098188038,0.12724200822312426,1.7788157542448624
0.02,-0.22098339767183717,-0.2099597113600721,-0.014858894898885255,-0.03765166244457371,0.002189011652765971,0.12457174585849777,1.8558948608167782
0.02,0.05230048257463841,-0.10947618324535394,-0.005066280928765685,-0.024280855893892252,0.005637462192118579,0.11885532050431237,2.0387084590539843
0.02,0.06795829036049125,0.55029851805898,-0.021223604982067594,-0.010213381772866282,-0.002820519707950926,0.1670189211804478,1.0324312364430475
0.02,0.008034345771221005,0.20222870180457136,0.01269073424425239,0.025155195408137043,0.02274059098122197,0.11730981667570323,2.09278087973547
0.02,0.27643196109663243,0.3892140988014657,-0.011784478692540751,0.031209361816484964,-0.0027049990966121836,0.14940848324301909,1.290153000101525
0.02,-0.04094058691206439,-0.02562687570889657,0.0113005905941079,0.08677235294879868,0.05739589617966206,0.11408898974672756,2.2126092533696986
0.02,-0.02452723249818948,0.06667260045112924,-0.020662577201082888,-0.03263217229680676,0.004614568648692644,0.11384015847692358,2.2222893872092313
0.02,-0.11038551039426701,-0.04461440151489791,0.00006385504448396028,0.0005318066618178524,0,0.11568605870565948,2.151941301502775
0.02,0.35691638929629665,0.449017775348517,0.03319776110040786,0.03338606183008468,0,0.17537310673205003,0.9364100661273831
