m,x,y,z,vx,vy,vz,u,h,rho
1,0.175,0.725,0.725,-0.0000000000000000000017347234759768056,0.000000000000000000007112366251504917,0.000000000000000000007112366251504917,-0.000000000000000000000013391982819941777,0.049971836697274404,1
1,0.175,0.775,0.775,-0.000000000000000000001127570259384926,-0.000000000000000000015265566588595915,-0.000000000000000000015265566588595915,0.0000000000000000000000372320255533883,0.049971836697274404,1
1,0.175,0.8250000000000001,0.8250000000000001,-0.0000000000000000000017347234759768056,0.000000000000000000008153200337091,0.000000000000000000008153200337091,-0.000000000000000000000003360448489239572,0.049971836697274404,1
1,0.175,0.875,0.875,-0.000000000000000000004510281037539698,0.0000000000000000000000000000000000003851859888774472,0.0000000000000000000000000000000000003851859888774472,0.0000000006976827627313014,0.049971836697274404,1
1,0.1750000001088267,0.9250000003200147,0.9250000003200147,0.00000032538724274692094,0.0000009583356514858537,0.0000009583356514858537,-0.0000000013132353967592378,0.049971836697274404,1
1,0.1749999998911733,0.9749999996799853,0.9749999996799853,-0.00000032538724274691967,-0.000000958335651485865,-0.000000958335651485865,-0.00000000014131554222600385,0.04997670065397115,1
1,0.2249999998911733,0.024999999679985344,0.024999999679985344,-0.00000032538724274691257,-0.0000009583356514858564,-0.0000009583356514858564,0.0000000011996606776733826,0.04997670065397115,1
1,0.2250000001088267,0.07500000032001466,0.07500000032001466,0.00000032538724274693703,0.0000009583356514858545,0.0000009583356514858545,-0.0000000005334225053245377,0.049971836697274404,1
1,0.225,0.125,0.125,0.000000000000000000007242470512203172,0.000000000000000000006722053469410126,0.000000000000000000006722053469410126,-0.00000000008213012870338405,0.049971836697274404,1
1,0.225,0.175,0.175,0.0000000000000000000012143064331837659,-0.000000000000000000001734723475976805,-0.000000000000000000001734723475976805,0.00000000000000000000001762953245857208,0.049971836697274404,1
1,0.225,0.225,0.225,0.000000000000000000006722053469410129,-0.000000000000000000007329206686002012,-0.000000000000000000007329206686002012,-0.000000000000000000000003672423164015991,0.049971836697274404,1
1,0.225,0.275,0.275,0.00000000000000000000919403442267708,0.0000000000000000000010408340855860874,0.0000000000000000000010408340855860874,0.000000000000000000000005271533222604675,0.049971836697274404,1
1,0.225,0.325,0.325,0.000000000000000000007849623728795057,0.000000000000000000009931291899967219,0.000000000000000000009931291899967219,0.000000000000000000000012237966280133431,0.049971836697274404,1
1,0.225,0.375,0.375,-0.0000000000000000000018214596497756477,-0.000000000000000000008066464163292152,-0.000000000000000000008066464163292152,0.0000000000000000000000014744891679931363,0.049971836697274404,1
1,0.225,0.42500000000000004,0.42500000000000004,0.000000000000000000010321604682062006,-0.000000000000000000003729655473350133,-0.000000000000000000003729655473350133,-0.000000000000000000000026992319187587896,0.049971836697274404,1
1,0.225,0.47500000000000003,0.47500000000000003,0.00000000000000000000850014503228636,0.000000000000000000011796119636642288,0.000000000000000000011796119636642288,0.000000000000000000000011655812112243413,0.049971836697274404,1
1,0.225,0.525,0.525,-0.0000000000000000000026020852139652114,-0.000000000000000000008760353553682877,-0.000000000000000000008760353553682877,0.000000000000000000000005308805554424915,0.049971836697274404,1
1,0.225,0.5750000000000001,0.5750000000000001,0.0000000000000000000007806255641895634,0.0000000000000000000020816681711721702,0.0000000000000000000020816681711721702,-0.0000000000000000000000006448590005156323,0.049971836697274404,1
1,0.225,0.625,0.625,0,0,0,-0.0000000000000000000000001743355363290227,0.049971836697274404,1
1,0.225,0.675,0.675,0,0,0,0.000000000000000000000004106486713381212,0.049971836697274404,1
1,0.225,0.725,0.725,0.0000000000000000000025153490401663716,0.000000000000000000006938893903907235,0.000000000000000000006938893903907235,-0.000000000000000000000011447782458498368,0.049971836697274404,1
1,0.225,0.775,0.775,-0.000000000000000000001734723475976807,-0.00000000000000000001387778780781447,-0.00000000000000000001387778780781447,-0.00000000000000000000001463763768940418,0.049971836697274404,1
1,0.225,0.8250000000000001,0.8250000000000001,0.0000000000000000000025153490401663716,0.000000000000000000006938893903907235,0.000000000000000000006938893903907235,-0.0000000000000000000000021351541102761393,0.049971836697274404,1
1,0.225,0.875,0.875,0,0,0,0.0000000006976827627313064,0.049971836697274404,1
1,0.2250000001088267,0.9250000003200147,0.9250000003200147,0.0000003253872427469201,0.0000009583356514858584,0.0000009583356514858584,-0.0000000013132353967592175,0.049971836697274404,1
1,0.2249999998911733,0.9749999996799853,0.9749999996799853,-0.00000032538724274690707,-0.0000009583356514858581,-0.0000009583356514858581,-0.0000000001413155422260578,0.04997670065397115,1
1,0.2749999998911733,0.024999999679985344,0.024999999679985344,-0.00000032538724274691993,-0.0000009583356514858581,-0.0000009583356514858581,0.0000000011996606776733435,0.04997670065397115,1
1,0.27500000010882675,0.07500000032001466,0.07500000032001466,0.0000003253872427469171,0.0000009583356514858497,0.0000009583356514858497,-0.0000000005334225053244876,0.049971836697274404,1
1,0.275,0.125,0.125,0.000000000000000000004857225732735056,0.00000000000000000000771951946809679,0.00000000000000000000771951946809679,-0.00000000008213012870342297,0.049971836697274404,1
1,0.275,0.175,0.175,0.000000000000000000003859759734048396,-0.0000000000000000000001301042606982579,-0.0000000000000000000001301042606982579,-0.000000000000000000000019663167104338557,0.049971836697274404,1
1,0.275,0.225,0.225,-0.000000000000000000010928757898653885,-0.000000000000000000007806255641895636,-0.000000000000000000007806255641895636,0.000000000000000000000028911752870209874,0.049971836697274404,1
1,0.275,0.275,0.275,-0.000000000000000000006071532165918827,-0.0000000000000000000005204170427930394,-0.0000000000000000000005204170427930394,-0.000000000000000000000008826435793596678,0.049971836697274404,1
1,0.275,0.325,0.325,0.00000000000000000000576795555762288,0.000000000000000000010278236595162582,0.000000000000000000010278236595162582,-0.00000000000000000000002803048477591054,0.049971836697274404,1
1,0.275,0.375,0.375,0.0000000000000000000006071532165918814,-0.000000000000000000005898059818321143,-0.000000000000000000005898059818321143,-0.000000000000000000000002471536818147041,0.049971836697274404,1
1,0.275,0.42500000000000004,0.42500000000000004,-0.000000000000000000007329206686002012,-0.0000000000000000000057679555576228825,-0.0000000000000000000057679555576228825,0.000000000000000000000023872012248187756,0.049971836697274404,1
1,0.275,0.47500000000000003,0.47500000000000003,0.000000000000000000006288372600415923,0.000000000000000000011666015375944025,0.000000000000000000011666015375944025,-0.000000000000000000000028697181403816964,0.049971836697274404,1
1,0.275,0.525,0.525,-0.00000000000000000000008673617379884124,-0.000000000000000000008413408858487516,-0.000000000000000000008413408858487516,0.00000000000000000000000473553977212942,0.049971836697274404,1
1,0.275,0.5750000000000001,0.5750000000000001,-0.0000000000000000000034260788650541936,0.0000000000000000000017780915628762293,0.0000000000000000000017780915628762293,-0.0000000000000000000000006716798522585546,0.049971836697274404,1
1,0.275,0.625,0.625,-0.000000000000000000004510281037539698,-0.0000000000000000000000000000000000003851859888774472,-0.0000000000000000000000000000000000003851859888774472,-0.0000000000000000000000001743355363290239,0.049971836697274404,1
1,0.275,0.675,0.675,-0.000000000000000000004510281037539698,0.0000000000000000000000000000000000003851859888774472,0.0000000000000000000000000000000000003851859888774472,0.000000000000000000000006015712811789267,0.049971836697274404,1
1,0.275,0.725,0.725,-0.0000000000000000000017347234759768056,0.000000000000000000008153200337091,0.000000000000000000008153200337091,-0.000000000000000000000016533926035535854,0.049971836697274404,1
1,0.275,0.775,0.775,-0.0000000000000000000011275702593849272,-0.000000000000000000015265566588595915,-0.000000000000000000015265566588595915,-0.000000000000000000000004105677349261195,0.049971836697274404,1
1,0.275,0.8250000000000001,0.8250000000000001,-0.0000000000000000000017347234759768056,0.000000000000000000007112366251504917,0.000000000000000000007112366251504917,-0.0000000000000000000000028932493073819697,0.049971836697274404,1
1,0.275,0.875,0.875,-0.000000000000000000004510281037539698,-0.0000000000000000000000000000000000003851859888774472,-0.0000000000000000000000000000000000003851859888774472,0.0000000006976827627313129,0.049971836697274404,1
1,0.27500000010882675,0.9250000003200147,0.9250000003200147,0.00000032538724274692094,0.0000009583356514858662,0.0000009583356514858662,-0.0000000013132353967592254,0.049971836697274404,1
1,0.2749999998911733,0.9749999996799853,0.9749999996799853,-0.0000003253872427469226,-0.0000009583356514858548,-0.0000009583356514858548,-0.00000000014131554222606082,0.04997670065397115,1
1,0.3249999998911733,0.024999999679985344,0.024999999679985344,-0.00000032538724274695185,-0.0000009583356514858584,-0.0000009583356514858584,0.0000000011996606776734256,0.04997670065397115,1
1,0.32500000010882674,0.07500000032001466,0.07500000032001466,0.0000003253872427469218,0.0000009583356514858554,0.0000009583356514858554,-0.0000000005334225053244977,0.049971836697274404,1
1,0.325,0.125,0.125,-0.000000000000000000009454242944073597,0.000000000000000000006591949208711866,0.000000000000000000006591949208711866,-0.0000000000821301287033971,0.049971836697274404,1
1,0.325,0.175,0.175,-0.000000000000000000011015494072452722,-0.0000000000000000000021684043449710074,-0.0000000000000000000021684043449710074,-0.0000000000000000000000033410487761485146,0.049971836697274404,1
1,0.325,0.225,0.225,-0.000000000000000000011102230246251563,-0.000000000000000000004943961906533902,-0.000000000000000000004943961906533902,-0.000000000000000000000007164156811690949,0.049971836697274404,1
1,0.325,0.275,0.275,-0.00000000000000000001621966450038314,-0.0000000000000000000006071532165918807,-0.0000000000000000000006071532165918807,0.00000000000000000000005472575831362175,0.049971836697274404,1
1,0.325,0.325,0.325,-0.000000000000000000008977193988179975,0.000000000000000000009584347204771858,0.000000000000000000009584347204771858,0.0000000000000000000000022790891271497232,0.049971836697274404,1
1,0.325,0.375,0.375,-0.0000000000000000000096710833785707,-0.0000000000000000000062016364266170855,-0.0000000000000000000062016364266170855,-0.000000000000000000000002627533752959489,0.049971836697274404,1
1,0.325,0.42500000000000004,0.42500000000000004,-0.000000000000000000004943961906533899,-0.000000000000000000004250072516143176,-0.000000000000000000004250072516143176,-0.000000000000000000000001241802201527949,0.049971836697274404,1
1,0.325,0.47500000000000003,0.47500000000000003,-0.000000000000000000007979727989493311,0.00000000000000000001049507702965968,0.00000000000000000001049507702965968,-0.0000000000000000000000023154457816275985,0.049971836697274404,1
1,0.325,0.525,0.525,-0.000000000000000000010625181290357942,-0.000000000000000000009150666335777659,-0.000000000000000000009150666335777659,0.000000000000000000000005648084659009309,0.049971836697274404,1
1,0.325,0.5750000000000001,0.5750000000000001,0.0000000000000000000024719809532669502,0.000000000000000000003252606517456517,0.000000000000000000003252606517456517,-0.0000000000000000000000005643964452868489,0.049971836697274404,1
1,0.325,0.625,0.625,0.0000000000000000000014745149545802858,-0.0000000000000000000000000000000000006740754805355326,-0.0000000000000000000000000000000000006740754805355326,-0.00000000000000000000000017433553632902385,0.049971836697274404,1
1,0.325,0.675,0.675,0.0000000000000000000014745149545802858,0.0000000000000000000000000000000000006740754805355326,0.0000000000000000000000000000000000006740754805355326,0.000000000000000000000006794386431348171,0.049971836697274404,1
1,0.325,0.725,0.725,0.000000000000000000004119968255444915,0.000000000000000000009931291899967228,0.000000000000000000009931291899967228,-0.000000000000000000000019308200299516807,0.049971836697274404,1
1,0.325,0.775,0.775,-0.000000000000000000021770779623508927,-0.000000000000000000019428902930940257,-0.000000000000000000019428902930940257,0.00000000000000000000003544497603299314,0.049971836697274404,1
1,0.325,0.8250000000000001,0.8250000000000001,0.000000000000000000004119968255444915,0.000000000000000000009497611030973028,0.000000000000000000009497611030973028,-0.000000000000000000000004204049313345403,0.049971836697274404,1
1,0.325,0.875,0.875,0.0000000000000000000014745149545802858,-0.0000000000000000000000000000000000006740754805355326,-0.0000000000000000000000000000000000006740754805355326,0.0000000006976827627313084,0.049971836697274404,1
1,0.32500000010882674,0.9250000003200147,0.9250000003200147,0.0000003253872427469318,0.000000958335651485864,0.000000958335651485864,-0.0000000013132353967592452,0.049971836697274404,1
1,0.3249999998911733,0.9749999996799853,0.9749999996799853,-0.0000003253872427469563,-0.0000009583356514858636,-0.0000009583356514858636,-0.00000000014131554222598852,0.04997670065397115,1
1,0.3749999998911733,0.024999999679985344,0.024999999679985344,-0.00000032538724274691374,-0.0000009583356514858552,-0.0000009583356514858552,0.0000000011996606776733778,0.04997670065397115,1
1,0.3750000001088267,0.07500000032001466,0.07500000032001466,0.0000003253872427469301,0.0000009583356514858545,0.0000009583356514858545,-0.0000000005334225053244946,0.049971836697274404,1
1,0.375,0.125,0.125,0.000000000000000000009887923813067801,0.000000000000000000007459310946700269,0.000000000000000000007459310946700269,-0.00000000008213012870341057,0.049971836697274404,1
1,0.375,0.175,0.175,0.000000000000000000006982261990806647,-0.000000000000000000003165870343657672,-0.000000000000000000003165870343657672,-0.0000000000000000000000031298644923825208,0.049971836697274404,1
1,0.375,0.225,0.225,0.00000000000000000001491862189340054,-0.0000000000000000000038163916471489766,-0.0000000000000000000038163916471489766,0.000000000000000000000004184785144537025,0.049971836697274404,1
1,0.375,0.275,0.275,0.00000000000000000002242130092700023,0.000000000000000000001431146867680867,0.000000000000000000001431146867680867,-0.00000000000000000000003473334625241304,0.049971836697274404,1
1,0.375,0.325,0.325,0.000000000000000000010668549377257362,0.00000000000000000000763278329429795,0.00000000000000000000763278329429795,-0.000000000000000000000012996297960299425,0.049971836697274404,1
1,0.375,0.375,0.375,0.0000000000000000000006938893903907196,-0.0000000000000000000066786853825107075,-0.0000000000000000000066786853825107075,0.0000000000000000000000006105789129490282,0.049971836697274404,1
1,0.375,0.42500000000000004,0.42500000000000004,-0.000000000000000000006982261990806657,-0.000000000000000000005594483210025201,-0.000000000000000000005594483210025201,0.0000000000000000000000614329769768053,0.049971836697274404,1
1,0.375,0.47500000000000003,0.47500000000000003,0.000000000000000000011058862159352146,0.00000000000000000001227316859253591,0.00000000000000000001227316859253591,-0.000000000000000000000014851555115858418,0.049971836697274404,1
1,0.375,0.525,0.525,-0.00000000000000000000013010426069826388,-0.00000000000000000000949761103097302,-0.00000000000000000000949761103097302,0.000000000000000000000006553867684675766,0.049971836697274404,1
1,0.375,0.5750000000000001,0.5750000000000001,0.000000000000000000004250072516143177,0.0000000000000000000036429192995512984,0.0000000000000000000036429192995512984,-0.0000000000000000000000005107547418010027,0.049971836697274404,1
1,0.375,0.625,0.625,0.0000000000000000000030357660829594117,-0.0000000000000000000000000000000000002888894916580854,-0.0000000000000000000000000000000000002888894916580854,-0.00000000000000000000000017433553632902284,0.049971836697274404,1
1,0.375,0.675,0.675,0.0000000000000000000030357660829594117,0.0000000000000000000000000000000000002888894916580854,0.0000000000000000000000000000000000002888894916580854,0.0000000000000000000000057289925488689,0.049971836697274404,1
