m,x,y,vx,vy,u,h,rho
0.1,0.511958300660633,0.9978473692614054,-1.3976271930436228,-0.3466292811953308,-0.4636885114410769,0.14047626300367944,7.297095186442289
0.1,0.93122317094665,0.005151951528648709,-0.15138535225275443,-0.19327989697065293,-0.6648737870925452,0.16790465669028987,5.107836653726295
0.1,0.024815931113023434,0.018735564453694162,-0.10022612017662308,-0.28982446826298275,-0.5351635717763936,0.1604778242681946,5.591552983322121
0.1,0.7507823181297925,0.15011575978542188,-1.6862392616543538,1.0419706324992029,-0.2918657559864949,0.1234428153870178,9.449976278038456
0.1,0.29642161127118305,0.018959387144479034,-0.2921917667987071,0.3312394148591089,0.0293353232943757,0.14198470944924163,7.142978369447271
0.1,0.5888639620011296,0.019063290248576198,0.7180465189345792,0.025311218272041434,-0.13759764583217418,0.12397981012184539,9.368288276264138
0.1,0.5294868061108476,0.8853844612471484,-0.35656055165751477,-0.6484872368905972,-0.06314831941923325,0.13550081393672464,7.842935215836468
0.1,0.062438390926068815,0.015598729902775457,1.1279126047318955,-0.06937435425423748,-0.4608134725249574,0.1495193952234242,6.44120956367121
0.1,0.19973068838322533,0.9775802602884895,0.6810154435580192,0.3320031119180028,-0.1609308664343617,0.13969173225899195,7.379400373397846
0.1,0.137263289328143,0.890188947695585,-0.476233416382674,-0.046282228095074915,0.3893079802964144,0.11350491843636483,11.177202113463336
0.1,0.9688051963523738,0.13034263345937985,1.772008298400579,1.328523119338636,-0.3520885871488504,0.154511033601051,6.031747596360062
0.1,0.3787104027319209,0.9453099184309345,-0.643839829796157,0.5635526614483598,0.24408666120500597,0.10991603745586455,11.918657359969824
0.1,0.1353326993420223,0.7338962865003209,0.1662278668379315,-0.6709398631102206,0.07063515052333791,0.1326068885412365,8.188598507870966
0.1,0.43758393263337864,0.9345729559104712,0.8886576014153929,0.17048712322422904,-0.013292247590391082,0.1006272525461562,14.220591005204888
0.1,0.30050495244208186,0.17559960587951343,0.34336683170216875,0.31268795545004024,-0.32102710340332896,0.12377088572347131,9.399469800074689
0.1,0.449070358841892,0.014960608328386256,0.2732697733378206,-0.038083689767319434,-0.23089253435250778,0.12977626018770086,8.550112298423004
0.1,0.47103580076570467,0.9760658436145023,-0.004939159875848833,-0.015548930181302788,-0.12788289908978004,0.10523863457324159,13.000463426837795
0.1,0.6078293804968806,0.08300060950879713,0.034141669252596624,0.674029502696387,-0.13311712415156943,0.10296591607199397,13.582368617341615
0.1,0.9021837215990364,0.010919626092794846,1.1489981651925352,-0.00650347145515154,-0.32902669699470594,0.15233264578039285,6.20549152883424
0.1,0.7684274150641883,0.007928715329307853,0.06037181934427372,-0.396298858939856,-0.258230085200544,0.15511484005783605,5.984874521395881
0.1,0.014952489262935945,0.4779784027325352,-0.15469505423202376,0.07026091587496551,-0.32792613612237564,0.08227886594766944,21.27087762991847
0.1,0.6651962778301064,0.7275296326898889,-0.6841024662733475,-0.4002104400080704,-0.11768811453453504,0.139446362851538,7.405282083670478
0.1,0.20803137233247634,0.14763424376057802,0.21805278232488687,-0.20718044943263167,-0.04146294352539019,0.13964103830763563,7.384731330506588
0.1,0.11116543421493183,0.24058415342990228,-0.5535480299418541,0.2876012180532004,-0.06300145293588721,0.15386581946046315,6.082444808759294
0.1,0.2807096897816069,0.24885548656625894,-0.01906617535847441,0.07212976787166614,0.015482607343374172,0.11595152012338003,10.710117303696181
0.1,0.39321582161887125,0.2340168985240669,0.028882312305413736,-0.06224248214147697,0.024351288106166245,0.12298076422261572,9.521107455698367
0.1,0.49334644846386694,0.2130333690721592,-0.06951954118510333,-0.08052869595895955,-0.019856952942957782,0.13089453050130775,8.404578144837004
0.1,0.620413993665292,0.0887265854053522,0.22938192955937245,-0.15598495011516042,-0.008566777146543369,0.10414413542354516,13.276461827215325
0.1,0.8218765614994329,0.8948765815049561,-0.1284094675673235,-1.0830034086799882,0.01832344218251638,0.15847389757842373,5.733857436608805
0.1,0.993903255914061,0.30713894108351364,-0.2620392570411441,0.40726138227507136,-0.09913042715870944,0.13355597458274857,8.073016690883694
0.1,0.6921445791497696,0.2228481538326646,-0.7381963362185249,0.10170852272687031,0.20043818407064568,0.12285375837600254,9.54039239370887
0.1,0.16403564459091868,0.9491044143894233,0.613044435403796,-0.8211058604621219,-0.31855937693076214,0.11945858594574928,10.09082187239692
0.1,0.9321819135841538,0.24085500840361249,-0.5227012976832816,-0.4018171598607376,0.09561604574821683,0.1290171830726516,8.649920226327161
0.1,0.1438718055378226,0.3819982711101545,-0.43915547696064916,0.5223603546854757,0.18578144209772546,0.11763005452798857,10.405546484015268
0.1,0.2777412916452733,0.3046807836538423,-0.0829293323825127,0.45218586673952677,0.033602202899583995,0.1138276154059887,11.11379008386714
0.1,0.37035805195186233,0.3388276860259499,-0.05683969881234551,0.6003577550329378,0.0447028587221135,0.11625016595499836,10.65417392638286
0.1,0.5129682506802759,0.2685614435667694,-0.0818379559409676,0.15260978150755242,-0.10350734671490956,0.1336218375526558,8.064974820443037
0.1,0.6566040827153018,0.3833443741338115,-0.11312750117487813,0.6037232551941738,0.1869394901395483,0.12048734665759185,9.919267378207287
0.1,0.7720982002163471,0.2824213525595341,0.24899819967583006,0.021678275025336487,-0.04455394120236828,0.12829172301029917,8.748999539247224
0.1,0.6909101540387896,0.11680972354251594,-0.9104757711379184,-0.061128837158715414,-0.07572714065885153,0.11329124935373994,11.21940151458212
